genre,key
jazz orchestra,5.89795918367
benga,5.40816326531
brass ensemble,6.10416666667
stl indie,5.0
deep happy hardcore,5.77083333333
hard glam,5.36734693878
blues-rock guitar,6.14893617021
mantra,4.10869565217
british dance band,4.82222222222
guitar case,5.26530612245
african percussion,4.64583333333
dallas indie,5.51063829787
geek folk,4.66
carnatic,5.71739130435
deep darkpsy,5.77777777778
triangle indie,4.56
cumbia funk,5.04166666667
thrash-groove metal,4.34782608696
outer hip hop,5.36956521739
throat singing,4.83333333333
swedish pop punk,5.91111111111
sinhala,5.97872340426
dark minimal techno,5.77777777778
chinese traditional,5.56
deep deep house,6.30434782609
italian punk,5.09090909091
unblack metal,5.68085106383
deep vocal jazz,4.8085106383
cornetas y tambores,3.9347826087
jug band,4.58333333333
indie pop rock,5.59183673469
power noise,5.91304347826
capoeira,5.1914893617
commons,6.51063829787
post-disco soul,5.97916666667
halloween,6.20833333333
contemporary folk,5.9387755102
finnish jazz,4.56818181818
chinese indie rock,5.57446808511
byzantine,4.91836734694
zim,6.28260869565
black sludge,5.91836734694
vintage jazz,4.20408163265
dubsteppe,6.31914893617
deep psytrance,5.79591836735
street punk,5.54347826087
breaks,4.55319148936
drama,4.9375
abstractro,4.10204081633
deep new wave,4.83333333333
gospel blues,6.1875
light music,4.46808510638
deep southern soul,4.87755102041
deep indie rock,4.97959183673
mexican traditional,7.59183673469
gothic post-punk,5.59183673469
cajun,5.58
northern irish indie,5.29787234043
british brass band,5.31914893617
deep indie singer-songwriter,4.5652173913
noise punk,5.66666666667
traditional funk,5.93617021277
polish jazz,5.29166666667
baroque ensemble,5.18
deep ragga,4.47826086957
demoscene,5.52173913043
japanese traditional,5.12
deep downtempo fusion,5.60416666667
heavy gothic rock,5.47916666667
bangla,5.12765957447
covertrance,5.97727272727
deep vocal house,6.64444444444
deep freestyle,5.875
classical organ,4.48936170213
deep full on,6.11363636364
makina,4.89361702128
c64,5.9375
spytrack,4.79591836735
classical flute,5.59183673469
musique concrete,5.53191489362
grim death metal,5.47826086957
polka,5.08163265306
slash punk,4.47916666667
muziek voor kinderen,4.73076923077
deep jazz fusion,5.5652173913
classic eurovision,4.46
chamber choir,5.25
skiffle,5.29787234043
poetry,5.27083333333
deep funk house,6.12765957447
fallen angel,5.9375
electroacoustic improvisation,4.44186046512
steelpan,5.34
belorush,4.27659574468
fussball,6.71428571429
oratory,6.04255319149
deep east coast hip hop,6.18367346939
grisly death metal,6.44897959184
traditional reggae,6.04651162791
spanish indie rock,5.0
sunset lounge,5.18604651163
early music ensemble,6.21739130435
contemporary classical,5.75510204082
lowercase,4.17777777778
punk ska,5.56
deep progressive house,6.04444444444
indian rock,4.47916666667
clarinet,5.18421052632
deep jazz piano,4.8085106383
deep melodic death metal,5.76
hardcore breaks,5.67391304348
skinhead oi,3.86956521739
vintage swing,5.52173913043
hatecore,5.43181818182
glitch beats,6.24444444444
villancicos,4.88888888889
deep classic garage rock,5.31914893617
deep indie pop,4.8085106383
neo soul-jazz,6.31914893617
deep pop emo,5.57777777778
traditional rockabilly,6.14893617021
deep nordic folk,5.97916666667
klapa,5.73333333333
deep swedish rock,5.5306122449
crossover prog,4.11111111111
football,4.70833333333
organic ambient,5.55319148936
soda pop,3.95918367347
deep chill-out,5.0652173913
deep hardcore,5.54347826087
deep filthstep,5.11363636364
wrock,4.4693877551
norwegian punk,5.22916666667
deep northern soul,4.57446808511
experimental dubstep,5.39130434783
deep free jazz,4.92
raw black metal,5.52
thai indie,5.26666666667
classic psychedelic rock,4.65957446809
gamelan,5.24489795918
deep surf music,5.8085106383
dubstep product,4.85106382979
goa trance,5.65909090909
deep italo disco,5.57777777778
deep thrash metal,5.70833333333
deep g funk,5.84782608696
accordeon,4.48979591837
charred death,5.22727272727
ambient dub techno,5.51063829787
slovenian rock,5.31914893617
maghreb,5.6170212766
re:techno,6.72222222222
malagasy folk,5.08695652174
hard stoner rock,4.86956521739
dark progressive house,7.11111111111
zeuhl,4.53333333333
neo honky tonk,5.83673469388
tanzlmusi,5.91666666667
deep dub techno,5.4347826087
j-punk,5.22448979592
noise,5.28888888889
chill groove,5.26829268293
tibetan,5.42222222222
deep punk rock,5.59090909091
deep power-pop punk,5.91666666667
j-poppunk,4.93181818182
italo beats,5.975
deep space rock,5.85106382979
deep motown,4.10416666667
kc indie,5.76
new jack smooth,5.47916666667
deep nz indie,5.72340425532
alternative metalcore,4.89130434783
chinese opera,4.51111111111
vintage rockabilly,5.94
deep eurodance,5.12244897959
deep cello,4.28571428571
chill-out trance,5.25
german street punk,4.69565217391
terrorcore,5.84615384615
doomcore,6.23913043478
twin cities indie,5.64583333333
french folk,5.38775510204
glitter trance,5.0
nu electro,5.42222222222
indie emo rock,4.60975609756
deep classical piano,4.4375
ceilidh,4.29166666667
alternative hardcore,5.55813953488
jangle rock,5.25
skweee,4.65217391304
bulgarian folk,5.5625
deep neo-synthpop,6.45652173913
rhythm and boogie,4.75
swedish jazz orkester,5.61224489796
deep hardcore punk,4.55813953488
chinese experimental,5.41304347826
jazz composition,4.56097560976
modern downshift,3.91666666667
ethereal gothic,5.41304347826
ghoststep,5.02777777778
anime cv,5.8
modern free jazz,5.4347826087
vintage schlager,5.0
song poem,5.87755102041
neo-traditional country,4.91304347826
deep orgcore,4.37777777778
cryptic black metal,5.625
cinematic dubstep,5.64102564103
vintage country folk,4.30612244898
vintage gospel,5.65957446809
gothic doom,5.78260869565
deep symphonic black metal,4.9387755102
vintage reggae,6.38775510204
deep german jazz,4.83673469388
twee indie pop,6.53846153846
saxophone,5.48780487805
dark electro-industrial,3.98
deep delta blues,6.30612244898
caucasian folk,5.625
chip hop,4.6875
deep breakcore,6.10869565217
deep deep tech house,6.4
deep string quartet,5.2
necrogrind,5.93333333333
central asian folk,4.72340425532
drone psych,5.45714285714
vintage swoon,4.71428571429
rock noise,5.7
smooth urban r&b,4.48837209302
deep latin jazz,4.33333333333
vintage western,5.0
